week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-01-15,BEV014,STR013,299,95,163,231,False
2024-01-15,BEV014,STR014,208,112,150,170,False
2024-01-15,BEV014,STR015,221,182,59,344,False
2024-01-15,BEV014,STR016,270,288,67,491,False
2024-01-15,BEV014,STR017,231,177,108,300,False
2024-01-15,BEV014,STR018,218,115,87,246,False
2024-01-15,BEV014,STR019,339,286,112,513,False
2024-01-15,BEV014,STR020,321,283,61,543,False
2024-01-15,BEV014,STR021,463,264,89,638,False
2024-01-15,BEV014,STR022,299,57,132,224,False
2024-01-15,BEV014,STR023,428,132,50,510,False
2024-01-15,BEV014,STR024,200,245,132,313,False
2024-01-15,BEV014,STR025,488,77,178,387,False
2024-01-15,BEV015,STR001,227,86,58,255,False
2024-01-15,BEV015,STR002,305,254,319,240,False
2024-01-15,BEV015,STR003,285,80,57,308,False
2024-01-15,BEV015,STR004,489,202,92,599,False
2024-01-15,BEV015,STR005,204,173,121,256,False
2024-01-15,BEV015,STR006,267,118,85,300,False
2024-01-15,BEV015,STR007,427,275,92,610,False
2024-01-15,BEV015,STR008,415,273,121,567,False
2024-01-15,BEV015,STR009,202,93,180,115,False
2024-01-15,BEV015,STR010,304,66,150,220,False
2024-01-15,BEV015,STR011,438,272,108,602,False
2024-01-15,BEV015,STR012,194,113,114,193,False
2024-01-15,BEV015,STR013,259,86,184,161,False
2024-01-15,BEV015,STR014,402,244,44,602,False
2024-01-15,BEV015,STR015,237,241,159,319,False
2024-01-15,BEV015,STR016,418,232,170,480,False
2024-01-15,BEV015,STR017,348,107,168,287,False
2024-01-15,BEV015,STR018,262,191,99,354,False
2024-01-15,BEV015,STR019,197,290,40,447,False
2024-01-15,BEV015,STR020,306,154,80,380,False
2024-01-15,BEV015,STR021,410,52,132,330,False
2024-01-15,BEV015,STR022,302,70,172,200,False
2024-01-15,BEV015,STR023,428,99,94,433,False
2024-01-15,BEV015,STR024,495,132,87,540,False
2024-01-15,BEV015,STR025,203,50,115,138,False
2024-01-22,BEV001,STR001,293,256,69,480,False
2024-01-22,BEV001,STR002,336,292,60,568,False
2024-01-22,BEV001,STR003,492,291,169,614,False
2024-01-22,BEV001,STR004,158,143,61,240,False
2024-01-22,BEV001,STR005,489,127,90,526,False
2024-01-22,BEV001,STR006,331,268,52,547,False
2024-01-22,BEV001,STR007,315,225,131,409,False
2024-01-22,BEV001,STR008,455,192,51,596,False
2024-01-22,BEV001,STR009,239,283,308,214,False
2024-01-22,BEV001,STR010,153,108,294,0,True
2024-01-22,BEV001,STR011,196,282,270,208,False
2024-01-22,BEV001,STR012,252,176,162,266,False
2024-01-22,BEV001,STR013,470,159,133,496,False
2024-01-22,BEV001,STR014,184,184,72,296,False
2024-01-22,BEV001,STR015,424,95,205,314,False
2024-01-22,BEV001,STR016,300,168,99,369,False
2024-01-22,BEV001,STR017,383,296,147,532,False
2024-01-22,BEV001,STR018,436,165,230,371,False
2024-01-22,BEV001,STR019,310,221,66,465,False
2024-01-22,BEV001,STR020,352,166,202,316,False
2024-01-22,BEV001,STR021,251,219,93,377,False
2024-01-22,BEV001,STR022,389,88,56,421,False
2024-01-22,BEV001,STR023,316,175,116,375,False
2024-01-22,BEV001,STR024,401,259,90,570,False
2024-01-22,BEV001,STR025,409,97,99,407,False
2024-01-22,BEV002,STR001,344,144,50,438,False
2024-01-22,BEV002,STR002,305,170,137,338,False
2024-01-22,BEV002,STR003,321,140,113,348,False
2024-01-22,BEV002,STR004,478,182,281,379,False
2024-01-22,BEV002,STR005,302,219,108,413,False
2024-01-22,BEV002,STR006,308,51,68,291,False
2024-01-22,BEV002,STR007,253,282,159,376,False
2024-01-22,BEV002,STR008,414,80,143,351,False
2024-01-22,BEV002,STR009,364,90,80,374,False
2024-01-22,BEV002,STR010,179,107,250,36,False
2024-01-22,BEV002,STR011,292,91,205,178,False
2024-01-22,BEV002,STR012,469,147,66,550,False
2024-01-22,BEV002,STR013,333,169,97,405,False
2024-01-22,BEV002,STR014,197,99,165,131,False
2024-01-22,BEV002,STR015,446,254,67,633,False
2024-01-22,BEV002,STR016,243,275,100,418,False
2024-01-22,BEV002,STR017,435,167,164,438,False
2024-01-22,BEV002,STR018,256,224,115,365,False
2024-01-22,BEV002,STR019,236,282,139,379,False
2024-01-22,BEV002,STR020,325,129,167,287,False
2024-01-22,BEV002,STR021,188,119,68,239,False
2024-01-22,BEV002,STR022,331,69,144,256,False
2024-01-22,BEV002,STR023,254,200,178,276,False
2024-01-22,BEV002,STR024,301,154,234,221,False
2024-01-22,BEV002,STR025,226,128,73,281,False
2024-01-22,BEV003,STR001,203,118,56,265,False
2024-01-22,BEV003,STR002,210,117,290,37,False
2024-01-22,BEV003,STR003,258,119,112,265,False
2024-01-22,BEV003,STR004,486,143,45,584,False
2024-01-22,BEV003,STR005,176,272,104,344,False
2024-01-22,BEV003,STR006,337,213,49,501,False
2024-01-22,BEV003,STR007,299,195,202,292,False
2024-01-22,BEV003,STR008,473,108,146,435,False
2024-01-22,BEV003,STR009,364,294,123,535,False
2024-01-22,BEV003,STR010,296,235,236,295,False
2024-01-22,BEV003,STR011,298,218,101,415,False
2024-01-22,BEV003,STR012,217,65,112,170,False
2024-01-22,BEV003,STR013,184,242,146,280,False
2024-01-22,BEV003,STR014,197,60,103,154,False
2024-01-22,BEV003,STR015,205,92,154,143,False
2024-01-22,BEV003,STR016,337,168,98,407,False
2024-01-22,BEV003,STR017,287,70,134,223,False
2024-01-22,BEV003,STR018,234,283,131,386,False
2024-01-22,BEV003,STR019,294,75,204,165,False
2024-01-22,BEV003,STR020,308,242,150,400,False
2024-01-22,BEV003,STR021,421,241,53,609,False
2024-01-22,BEV003,STR022,211,298,151,358,False
2024-01-22,BEV003,STR023,413,160,58,515,False
2024-01-22,BEV003,STR024,211,298,180,329,False
2024-01-22,BEV003,STR025,394,209,93,510,False
2024-01-22,BEV004,STR001,337,283,145,475,False
2024-01-22,BEV004,STR002,248,248,133,363,False
2024-01-22,BEV004,STR003,273,249,68,454,False
2024-01-22,BEV004,STR004,450,291,187,554,False
2024-01-22,BEV004,STR005,472,76,110,438,False
2024-01-22,BEV004,STR006,240,273,78,435,False
2024-01-22,BEV004,STR007,390,144,110,424,False
2024-01-22,BEV004,STR008,376,70,156,290,False
2024-01-22,BEV004,STR009,182,137,84,235,False
2024-01-22,BEV004,STR010,443,248,321,370,False
2024-01-22,BEV004,STR011,336,66,113,289,False
2024-01-22,BEV004,STR012,470,125,145,450,False
2024-01-22,BEV004,STR013,348,138,193,293,False
2024-01-22,BEV004,STR014,332,261,81,512,False
2024-01-22,BEV004,STR015,456,134,86,504,False
2024-01-22,BEV004,STR016,180,132,299,13,False
2024-01-22,BEV004,STR017,160,96,81,175,False
2024-01-22,BEV004,STR018,428,206,144,490,False
2024-01-22,BEV004,STR019,206,180,191,195,False
2024-01-22,BEV004,STR020,184,203,78,309,False
2024-01-22,BEV004,STR021,434,177,68,543,False
2024-01-22,BEV004,STR022,186,106,175,117,False
2024-01-22,BEV004,STR023,252,269,105,416,False
2024-01-22,BEV004,STR024,371,127,115,383,False
2024-01-22,BEV004,STR025,188,258,110,336,False
2024-01-22,BEV005,STR001,455,219,88,586,False
2024-01-22,BEV005,STR002,351,172,55,468,False
2024-01-22,BEV005,STR003,385,88,114,359,False
2024-01-22,BEV005,STR004,192,215,86,321,False
2024-01-22,BEV005,STR005,307,123,107,323,False
2024-01-22,BEV005,STR006,198,183,74,307,False
2024-01-22,BEV005,STR007,201,269,70,400,False
2024-01-22,BEV005,STR008,479,101,91,489,False
2024-01-22,BEV005,STR009,270,125,135,260,False
2024-01-22,BEV005,STR010,406,225,124,507,False
2024-01-22,BEV005,STR011,392,222,124,490,False
2024-01-22,BEV005,STR012,332,179,87,424,False
2024-01-22,BEV005,STR013,264,85,99,250,False
2024-01-22,BEV005,STR014,493,272,52,713,False
2024-01-22,BEV005,STR015,187,269,173,283,False
2024-01-22,BEV005,STR016,471,53,290,234,False
2024-01-22,BEV005,STR017,324,291,148,467,False
2024-01-22,BEV005,STR018,172,224,243,153,False
2024-01-22,BEV005,STR019,330,245,133,442,False
2024-01-22,BEV005,STR020,450,268,143,575,False
2024-01-22,BEV005,STR021,294,258,111,441,False
2024-01-22,BEV005,STR022,399,109,331,177,False
2024-01-22,BEV005,STR023,167,109,62,214,False
2024-01-22,BEV005,STR024,213,225,92,346,False
2024-01-22,BEV005,STR025,260,248,53,455,False
2024-01-22,BEV006,STR001,423,105,283,245,False
2024-01-22,BEV006,STR002,356,134,96,394,False
2024-01-22,BEV006,STR003,189,282,163,308,False
2024-01-22,BEV006,STR004,299,209,61,447,False
2024-01-22,BEV006,STR005,494,76,101,469,False
2024-01-22,BEV006,STR006,454,164,206,412,False
2024-01-22,BEV006,STR007,457,256,66,647,False
2024-01-22,BEV006,STR008,328,237,101,464,False
2024-01-22,BEV006,STR009,447,288,247,488,False
2024-01-22,BEV006,STR010,219,194,66,347,False
2024-01-22,BEV006,STR011,495,123,127,491,False
2024-01-22,BEV006,STR012,481,54,157,378,False
2024-01-22,BEV006,STR013,218,295,159,354,False
2024-01-22,BEV006,STR014,392,281,70,603,False
2024-01-22,BEV006,STR015,194,265,160,299,False
2024-01-22,BEV006,STR016,333,177,246,264,False
2024-01-22,BEV006,STR017,322,124,132,314,False
2024-01-22,BEV006,STR018,184,208,193,199,False
2024-01-22,BEV006,STR019,176,126,111,191,False
2024-01-22,BEV006,STR020,184,62,81,165,False
2024-01-22,BEV006,STR021,278,292,151,419,False
2024-01-22,BEV006,STR022,356,70,178,248,False
2024-01-22,BEV006,STR023,224,73,148,149,False
2024-01-22,BEV006,STR024,465,115,86,494,False
2024-01-22,BEV006,STR025,244,246,43,447,False
2024-01-22,BEV007,STR001,228,91,252,67,False
2024-01-22,BEV007,STR002,345,99,240,204,False
2024-01-22,BEV007,STR003,226,188,109,305,False
2024-01-22,BEV007,STR004,433,76,152,357,False
2024-01-22,BEV007,STR005,340,76,141,275,False
2024-01-22,BEV007,STR006,484,270,111,643,False
2024-01-22,BEV007,STR007,452,210,54,608,False
2024-01-22,BEV007,STR008,483,58,139,402,False
2024-01-22,BEV007,STR009,400,263,134,529,False
2024-01-22,BEV007,STR010,438,189,159,468,False
2024-01-22,BEV007,STR011,455,64,126,393,False
2024-01-22,BEV007,STR012,392,95,226,261,False
2024-01-22,BEV007,STR013,264,71,142,193,False
2024-01-22,BEV007,STR014,196,122,90,228,False
2024-01-22,BEV007,STR015,482,82,219,345,False
2024-01-22,BEV007,STR016,317,171,104,384,False
2024-01-22,BEV007,STR017,307,184,147,344,False
2024-01-22,BEV007,STR018,420,140,149,411,False
2024-01-22,BEV007,STR019,252,290,167,375,False
2024-01-22,BEV007,STR020,229,218,236,211,False
2024-01-22,BEV007,STR021,224,211,148,287,False
2024-01-22,BEV007,STR022,434,119,90,463,False
2024-01-22,BEV007,STR023,376,58,124,310,False
2024-01-22,BEV007,STR024,336,251,131,456,False
2024-01-22,BEV007,STR025,406,66,98,374,False
2024-01-22,BEV008,STR001,422,54,67,409,False
2024-01-22,BEV008,STR002,256,190,42,404,False
2024-01-22,BEV008,STR003,459,176,72,563,False
2024-01-22,BEV008,STR004,416,86,169,333,False
2024-01-22,BEV008,STR005,385,65,76,374,False
2024-01-22,BEV008,STR006,456,274,84,646,False
2024-01-22,BEV008,STR007,156,289,232,213,False
2024-01-22,BEV008,STR008,255,124,133,246,False
2024-01-22,BEV008,STR009,326,235,170,391,False
2024-01-22,BEV008,STR010,376,189,69,496,False
2024-01-22,BEV008,STR011,391,262,72,581,False
2024-01-22,BEV008,STR012,372,226,169,429,False
2024-01-22,BEV008,STR013,444,197,104,537,False
2024-01-22,BEV008,STR014,272,223,244,251,False
2024-01-22,BEV008,STR015,346,245,102,489,False
2024-01-22,BEV008,STR016,479,249,62,666,False
2024-01-22,BEV008,STR017,306,233,76,463,False
2024-01-22,BEV008,STR018,287,170,98,359,False
2024-01-22,BEV008,STR019,336,163,81,418,False
2024-01-22,BEV008,STR020,166,268,50,384,False
2024-01-22,BEV008,STR021,166,231,127,270,False
2024-01-22,BEV008,STR022,460,68,92,436,False
2024-01-22,BEV008,STR023,308,135,178,265,False
2024-01-22,BEV008,STR024,490,97,106,481,False
2024-01-22,BEV008,STR025,297,63,104,256,False
2024-01-22,BEV009,STR001,264,229,119,374,False
2024-01-22,BEV009,STR002,471,83,55,499,False
2024-01-22,BEV009,STR003,403,101,63,441,False
2024-01-22,BEV009,STR004,412,291,116,587,False
2024-01-22,BEV009,STR005,307,249,126,430,False
2024-01-22,BEV009,STR006,274,292,212,354,False
2024-01-22,BEV009,STR007,185,259,71,373,False
2024-01-22,BEV009,STR008,417,271,122,566,False
2024-01-22,BEV009,STR009,224,173,64,333,False
2024-01-22,BEV009,STR010,361,196,63,494,False
2024-01-22,BEV009,STR011,454,221,95,580,False
2024-01-22,BEV009,STR012,184,135,199,120,False
2024-01-22,BEV009,STR013,432,166,102,496,False
2024-01-22,BEV009,STR014,369,283,131,521,False
2024-01-22,BEV009,STR015,355,159,128,386,False
2024-01-22,BEV009,STR016,324,177,285,216,False
2024-01-22,BEV009,STR017,491,68,131,428,False
2024-01-22,BEV009,STR018,451,239,228,462,False
2024-01-22,BEV009,STR019,312,225,240,297,False
2024-01-22,BEV009,STR020,318,112,77,353,False
2024-01-22,BEV009,STR021,283,124,115,292,False
2024-01-22,BEV009,STR022,324,152,121,355,False
2024-01-22,BEV009,STR023,164,214,118,260,False
2024-01-22,BEV009,STR024,446,53,72,427,False
2024-01-22,BEV009,STR025,487,148,81,554,False
2024-01-22,BEV010,STR001,300,228,129,399,False
2024-01-22,BEV010,STR002,286,295,148,433,False
2024-01-22,BEV010,STR003,159,89,113,135,False
2024-01-22,BEV010,STR004,266,145,147,264,False
2024-01-22,BEV010,STR005,164,132,65,231,False
2024-01-22,BEV010,STR006,476,286,70,692,False
2024-01-22,BEV010,STR007,400,211,72,539,False
2024-01-22,BEV010,STR008,365,139,69,435,False
2024-01-22,BEV010,STR009,223,215,50,388,False
2024-01-22,BEV010,STR010,280,255,154,381,False
2024-01-22,BEV010,STR011,327,196,154,369,False
2024-01-22,BEV010,STR012,361,246,162,445,False
2024-01-22,BEV010,STR013,224,126,178,172,False
2024-01-22,BEV010,STR014,273,157,86,344,False
2024-01-22,BEV010,STR015,243,203,140,306,False
2024-01-22,BEV010,STR016,163,274,162,275,False
2024-01-22,BEV010,STR017,222,282,172,332,False
2024-01-22,BEV010,STR018,412,235,95,552,False
2024-01-22,BEV010,STR019,458,128,41,545,False
2024-01-22,BEV010,STR020,188,256,122,322,False
2024-01-22,BEV010,STR021,362,283,117,528,False
2024-01-22,BEV010,STR022,318,200,99,419,False
2024-01-22,BEV010,STR023,445,107,145,407,False
2024-01-22,BEV010,STR024,339,165,74,430,False
2024-01-22,BEV010,STR025,409,254,209,454,False
2024-01-22,BEV011,STR001,166,197,100,263,False
2024-01-22,BEV011,STR002,331,89,109,311,False
2024-01-22,BEV011,STR003,490,249,180,559,False
2024-01-22,BEV011,STR004,231,234,100,365,False
2024-01-22,BEV011,STR005,408,172,134,446,False
2024-01-22,BEV011,STR006,157,147,69,235,False
2024-01-22,BEV011,STR007,191,124,194,121,False
2024-01-22,BEV011,STR008,301,71,154,218,False
2024-01-22,BEV011,STR009,313,60,164,209,False
2024-01-22,BEV011,STR010,475,275,278,472,False
2024-01-22,BEV011,STR011,285,225,62,448,False
2024-01-22,BEV011,STR012,218,51,85,184,False
2024-01-22,BEV011,STR013,453,144,81,516,False
2024-01-22,BEV011,STR014,491,127,125,493,False
2024-01-22,BEV011,STR015,239,115,233,121,False
2024-01-22,BEV011,STR016,425,154,174,405,False
2024-01-22,BEV011,STR017,215,254,317,152,False
2024-01-22,BEV011,STR018,350,162,70,442,False
2024-01-22,BEV011,STR019,151,99,77,173,False
2024-01-22,BEV011,STR020,492,177,47,622,False
2024-01-22,BEV011,STR021,376,67,215,228,False
2024-01-22,BEV011,STR022,406,230,91,545,False
2024-01-22,BEV011,STR023,151,70,385,0,True
2024-01-22,BEV011,STR024,324,56,116,264,False
2024-01-22,BEV011,STR025,256,293,126,423,False
2024-01-22,BEV012,STR001,414,281,81,614,False
2024-01-22,BEV012,STR002,255,246,55,446,False
2024-01-22,BEV012,STR003,366,109,212,263,False
2024-01-22,BEV012,STR004,299,247,97,449,False
2024-01-22,BEV012,STR005,211,187,64,334,False
2024-01-22,BEV012,STR006,474,281,118,637,False
2024-01-22,BEV012,STR007,449,184,64,569,False
2024-01-22,BEV012,STR008,353,147,118,382,False
2024-01-22,BEV012,STR009,420,62,120,362,False
2024-01-22,BEV012,STR010,362,181,160,383,False
2024-01-22,BEV012,STR011,261,232,97,396,False
2024-01-22,BEV012,STR012,485,109,116,478,False
2024-01-22,BEV012,STR013,459,172,191,440,False
2024-01-22,BEV012,STR014,193,58,295,0,True
2024-01-22,BEV012,STR015,242,232,181,293,False
2024-01-22,BEV012,STR016,363,92,60,395,False
2024-01-22,BEV012,STR017,177,136,164,149,False
2024-01-22,BEV012,STR018,330,287,125,492,False
2024-01-22,BEV012,STR019,453,263,88,628,False
2024-01-22,BEV012,STR020,271,252,117,406,False
2024-01-22,BEV012,STR021,242,74,71,245,False
2024-01-22,BEV012,STR022,465,280,138,607,False
2024-01-22,BEV012,STR023,211,82,153,140,False
2024-01-22,BEV012,STR024,278,294,72,500,False
2024-01-22,BEV012,STR025,224,194,128,290,False
2024-01-22,BEV013,STR001,256,81,117,220,False
2024-01-22,BEV013,STR002,217,115,86,246,False
2024-01-22,BEV013,STR003,409,99,157,351,False
2024-01-22,BEV013,STR004,374,88,126,336,False
2024-01-22,BEV013,STR005,317,194,90,421,False
2024-01-22,BEV013,STR006,153,174,126,201,False
2024-01-22,BEV013,STR007,221,253,38,436,False
2024-01-22,BEV013,STR008,208,92,115,185,False
2024-01-22,BEV013,STR009,420,227,112,535,False
2024-01-22,BEV013,STR010,468,270,134,604,False
2024-01-22,BEV013,STR011,340,290,50,580,False
2024-01-22,BEV013,STR012,353,80,74,359,False
2024-01-22,BEV013,STR013,434,186,182,438,False
2024-01-22,BEV013,STR014,239,260,97,402,False
2024-01-22,BEV013,STR015,295,119,50,364,False
2024-01-22,BEV013,STR016,487,144,50,581,False
2024-01-22,BEV013,STR017,246,64,55,255,False
2024-01-22,BEV013,STR018,341,120,115,346,False
2024-01-22,BEV013,STR019,444,227,108,563,False
2024-01-22,BEV013,STR020,307,153,132,328,False
2024-01-22,BEV013,STR021,493,241,58,676,False
2024-01-22,BEV013,STR022,247,234,55,426,False
2024-01-22,BEV013,STR023,226,244,103,367,False
2024-01-22,BEV013,STR024,432,282,156,558,False
2024-01-22,BEV013,STR025,401,264,77,588,False
2024-01-22,BEV014,STR001,407,274,121,560,False
2024-01-22,BEV014,STR002,274,269,127,416,False
2024-01-22,BEV014,STR003,344,250,102,492,False
2024-01-22,BEV014,STR004,431,124,210,345,False
2024-01-22,BEV014,STR005,233,141,108,266,False
2024-01-22,BEV014,STR006,174,64,70,168,False
2024-01-22,BEV014,STR007,448,187,240,395,False
2024-01-22,BEV014,STR008,288,77,123,242,False
2024-01-22,BEV014,STR009,484,299,76,707,False
2024-01-22,BEV014,STR010,291,178,168,301,False
2024-01-22,BEV014,STR011,475,83,82,476,False
2024-01-22,BEV014,STR012,429,209,160,478,False
2024-01-22,BEV014,STR013,474,286,180,580,False
2024-01-22,BEV014,STR014,458,177,104,531,False
2024-01-22,BEV014,STR015,240,168,151,257,False
2024-01-22,BEV014,STR016,216,201,122,295,False
2024-01-22,BEV014,STR017,294,50,134,210,False
2024-01-22,BEV014,STR018,289,231,61,459,False
2024-01-22,BEV014,STR019,366,197,115,448,False
2024-01-22,BEV014,STR020,411,220,171,460,False
2024-01-22,BEV014,STR021,289,200,232,257,False
2024-01-22,BEV014,STR022,350,109,104,355,False
2024-01-22,BEV014,STR023,283,130,250,163,False
2024-01-22,BEV014,STR024,445,213,92,566,False
2024-01-22,BEV014,STR025,225,75,104,196,False
2024-01-22,BEV015,STR001,210,178,93,295,False
2024-01-22,BEV015,STR002,375,79,115,339,False
2024-01-22,BEV015,STR003,354,188,86,456,False
2024-01-22,BEV015,STR004,225,186,121,290,False
2024-01-22,BEV015,STR005,423,141,118,446,False
2024-01-22,BEV015,STR006,460,114,60,514,False
2024-01-22,BEV015,STR007,426,253,182,497,False
2024-01-22,BEV015,STR008,275,136,66,345,False
2024-01-22,BEV015,STR009,183,240,175,248,False
2024-01-22,BEV015,STR010,444,293,142,595,False
2024-01-22,BEV015,STR011,404,273,77,600,False
2024-01-22,BEV015,STR012,363,275,130,508,False
2024-01-22,BEV015,STR013,467,259,252,474,False
2024-01-22,BEV015,STR014,176,177,62,291,False
2024-01-22,BEV015,STR015,340,281,300,321,False
2024-01-22,BEV015,STR016,441,127,278,290,False
2024-01-22,BEV015,STR017,453,248,152,549,False
2024-01-22,BEV015,STR018,328,71,257,142,False
2024-01-22,BEV015,STR019,381,175,87,469,False
2024-01-22,BEV015,STR020,241,85,119,207,False
2024-01-22,BEV015,STR021,150,297,144,303,False
2024-01-22,BEV015,STR022,360,253,128,485,False
2024-01-22,BEV015,STR023,269,195,106,358,False
2024-01-22,BEV015,STR024,485,227,65,647,False
2024-01-22,BEV015,STR025,240,233,105,368,False
2024-01-29,BEV001,STR001,186,273,45,414,False
2024-01-29,BEV001,STR002,160,119,129,150,False
2024-01-29,BEV001,STR003,425,119,108,436,False
2024-01-29,BEV001,STR004,200,261,132,329,False
2024-01-29,BEV001,STR005,369,257,122,504,False
2024-01-29,BEV001,STR006,481,228,108,601,False
2024-01-29,BEV001,STR007,283,118,99,302,False
2024-01-29,BEV001,STR008,181,83,219,45,False
2024-01-29,BEV001,STR009,459,247,152,554,False
2024-01-29,BEV001,STR010,334,180,106,408,False
2024-01-29,BEV001,STR011,284,171,95,360,False
2024-01-29,BEV001,STR012,241,84,48,277,False
2024-01-29,BEV001,STR013,334,180,249,265,False
2024-01-29,BEV001,STR014,453,212,260,405,False
2024-01-29,BEV001,STR015,311,216,83,444,False
2024-01-29,BEV001,STR016,153,172,134,191,False
2024-01-29,BEV001,STR017,150,259,78,331,False
2024-01-29,BEV001,STR018,332,167,66,433,False
2024-01-29,BEV001,STR019,225,275,99,401,False
2024-01-29,BEV001,STR020,319,174,91,402,False
2024-01-29,BEV001,STR021,382,131,88,425,False
2024-01-29,BEV001,STR022,494,75,168,401,False
2024-01-29,BEV001,STR023,359,107,91,375,False
2024-01-29,BEV001,STR024,399,122,122,399,False
2024-01-29,BEV001,STR025,402,150,108,444,False
2024-01-29,BEV002,STR001,336,170,98,408,False
2024-01-29,BEV002,STR002,305,81,146,240,False
2024-01-29,BEV002,STR003,257,67,83,241,False
2024-01-29,BEV002,STR004,227,166,53,340,False
2024-01-29,BEV002,STR005,346,238,62,522,False
2024-01-29,BEV002,STR006,441,260,67,634,False
2024-01-29,BEV002,STR007,492,245,135,602,False
2024-01-29,BEV002,STR008,152,288,95,345,False
2024-01-29,BEV002,STR009,323,55,311,67,False
2024-01-29,BEV002,STR010,382,292,78,596,False
2024-01-29,BEV002,STR011,406,82,58,430,False
2024-01-29,BEV002,STR012,192,280,269,203,False
2024-01-29,BEV002,STR013,201,222,62,361,False
2024-01-29,BEV002,STR014,410,209,245,374,False
2024-01-29,BEV002,STR015,397,110,330,177,False
2024-01-29,BEV002,STR016,376,73,63,386,False
2024-01-29,BEV002,STR017,372,244,257,359,False
2024-01-29,BEV002,STR018,329,194,84,439,False
2024-01-29,BEV002,STR019,404,131,57,478,False
2024-01-29,BEV002,STR020,159,72,92,139,False
2024-01-29,BEV002,STR021,251,107,177,181,False
2024-01-29,BEV002,STR022,273,53,127,199,False
2024-01-29,BEV002,STR023,223,148,175,196,False
2024-01-29,BEV002,STR024,255,184,135,304,False
2024-01-29,BEV002,STR025,150,271,113,308,False
2024-01-29,BEV003,STR001,258,140,212,186,False
2024-01-29,BEV003,STR002,339,205,51,493,False
2024-01-29,BEV003,STR003,327,271,94,504,False
2024-01-29,BEV003,STR004,425,230,48,607,False
2024-01-29,BEV003,STR005,192,213,100,305,False
2024-01-29,BEV003,STR006,252,165,55,362,False
2024-01-29,BEV003,STR007,181,254,202,233,False
2024-01-29,BEV003,STR008,315,105,95,325,False
2024-01-29,BEV003,STR009,185,230,125,290,False
2024-01-29,BEV003,STR010,442,234,160,516,False
2024-01-29,BEV003,STR011,331,90,205,216,False
2024-01-29,BEV003,STR012,286,226,74,438,False
2024-01-29,BEV003,STR013,378,199,116,461,False
2024-01-29,BEV003,STR014,420,130,150,400,False
2024-01-29,BEV003,STR015,237,159,166,230,False
2024-01-29,BEV003,STR016,494,69,215,348,False
2024-01-29,BEV003,STR017,284,117,151,250,False
2024-01-29,BEV003,STR018,318,213,86,445,False
2024-01-29,BEV003,STR019,437,178,75,540,False
2024-01-29,BEV003,STR020,246,55,157,144,False
2024-01-29,BEV003,STR021,188,125,82,231,False
2024-01-29,BEV003,STR022,479,296,177,598,False
2024-01-29,BEV003,STR023,392,141,162,371,False
2024-01-29,BEV003,STR024,246,97,83,260,False
2024-01-29,BEV003,STR025,475,250,116,609,False
2024-01-29,BEV004,STR001,400,217,101,516,False
2024-01-29,BEV004,STR002,239,100,158,181,False
2024-01-29,BEV004,STR003,488,262,113,637,False
2024-01-29,BEV004,STR004,231,236,82,385,False
2024-01-29,BEV004,STR005,181,120,141,160,False
2024-01-29,BEV004,STR006,191,286,86,391,False
2024-01-29,BEV004,STR007,317,101,102,316,False
2024-01-29,BEV004,STR008,391,119,129,381,False
2024-01-29,BEV004,STR009,480,239,78,641,False
2024-01-29,BEV004,STR010,402,171,256,317,False
2024-01-29,BEV004,STR011,313,254,205,362,False
2024-01-29,BEV004,STR012,174,291,56,409,False
2024-01-29,BEV004,STR013,304,230,92,442,False
2024-01-29,BEV004,STR014,465,279,174,570,False
2024-01-29,BEV004,STR015,258,297,153,402,False
2024-01-29,BEV004,STR016,284,130,146,268,False
2024-01-29,BEV004,STR017,374,142,118,398,False
2024-01-29,BEV004,STR018,319,300,102,517,False
2024-01-29,BEV004,STR019,346,143,97,392,False
2024-01-29,BEV004,STR020,431,92,143,380,False
2024-01-29,BEV004,STR021,198,101,154,145,False
2024-01-29,BEV004,STR022,414,172,151,435,False
2024-01-29,BEV004,STR023,299,148,84,363,False
2024-01-29,BEV004,STR024,196,258,41,413,False
2024-01-29,BEV004,STR025,171,124,77,218,False
2024-01-29,BEV005,STR001,421,147,68,500,False
2024-01-29,BEV005,STR002,297,117,145,269,False
2024-01-29,BEV005,STR003,492,175,149,518,False
2024-01-29,BEV005,STR004,482,281,93,670,False
2024-01-29,BEV005,STR005,310,51,163,198,False
2024-01-29,BEV005,STR006,250,284,41,493,False
2024-01-29,BEV005,STR007,265,51,108,208,False
2024-01-29,BEV005,STR008,245,208,248,205,False
2024-01-29,BEV005,STR009,236,89,359,0,True
2024-01-29,BEV005,STR010,277,115,123,269,False
2024-01-29,BEV005,STR011,278,115,113,280,False
2024-01-29,BEV005,STR012,266,113,133,246,False
2024-01-29,BEV005,STR013,304,252,90,466,False
2024-01-29,BEV005,STR014,271,92,155,208,False
2024-01-29,BEV005,STR015,243,237,202,278,False
2024-01-29,BEV005,STR016,215,205,279,141,False
2024-01-29,BEV005,STR017,193,168,126,235,False
2024-01-29,BEV005,STR018,355,144,95,404,False
2024-01-29,BEV005,STR019,279,72,77,274,False
2024-01-29,BEV005,STR020,252,258,129,381,False
2024-01-29,BEV005,STR021,271,207,93,385,False
2024-01-29,BEV005,STR022,430,77,123,384,False
2024-01-29,BEV005,STR023,485,147,139,493,False
